user_id,amplitude_id,total_events,high_signal_events,cancellation_signals,error_events,meaningful_screens,latest_events,num_sessions,first_used,last_used,platform,country,app_version,device,os,revenue,paying,subscription_status,subscription_plan,subscription_period,fleet_size,total_routes_created,total_routes_optimized,total_stops_planned,account_created_at,company_name,industry,user_role,plan_type,user_type,analysis_report,error,elapsed_seconds,found_backend_cancel_event,cancel_reason,cancel_note,cancel_from,payment_interval,amount_usd,cancel_event_time
1836521--00,1512808266455,59,backend_cancel_subscription_v1 | cancel_subscription_button_v1 | save_and_optimize_v1 | backend_route_creation_v1 | first_stop_added_v1 | create_new_route_v1 | navigate_via_v1 | sign_up_v1,backend_cancel_subscription_v1 | cancel_subscription_button_v1,,,backend_cancel_subscription_v1 | cancel_subscription_button_v1 | open_app_v1 | save_and_optimize_v1 | save_and_optimize_v1 | backend_route_creation_v1 | stops_added_v1 | done_adding_stop_v1 | first_stop_added_v1 | add_stop_screen_v1,9,2026-03-19,2026-03-27,iOS,Brazil,15.1,Apple iPhone,ios 26.3.1,0.0,,,,,,,,,,,,,,,User ID: 1836521--00 | Amplitude ID: 1512808266455 | Total events: 59 | High signal events: backend_cancel_subscription_v1 | cancel_subscription_button_v1 | save_and_optimize_v1 | backend_route_creation_v1 | first_stop_added_v1 | create_new_route_v1 | navigate_via_v1 | sign_up_v1 | Cancellation signals: backend_cancel_subscription_v1 | cancel_subscription_button_v1 | Error events: none | Meaningful screens: none | Latest events: backend_cancel_subscription_v1 | cancel_subscription_button_v1 | open_app_v1 | save_and_optimize_v1 | save_and_optimize_v1 | backend_route_creation_v1 | stops_added_v1 | done_adding_stop_v1 | first_stop_added_v1 | add_stop_screen_v1,,4.80,no,N/A,N/A,N/A,N/A,N/A,
1836901--00,1513322620041,391,save_and_optimize_v1 | first_stop_added_v1 | backend_route_creation_v1 | cancel_subscription_button_v1 | begin_checkout_v1 | login_v1 | create_new_route_v1 | sign_up_v1,cancel_subscription_button_v1,,,open_app_v1 | open_app_v1 | start_route_v1 | save_and_optimize_v1 | end_location_entered_v1 | done_adding_stop_v1 | first_stop_added_v1 | first_stop_added_v1 | first_stop_added_v1 | first_stop_added_v1,53,2026-03-19,2026-04-07,Android,Brazil,28.9,Motorola Phone,android 15,0.0,,,,,,,,,,,,,,,User ID: 1836901--00 | Amplitude ID: 1513322620041 | Total events: 391 | High signal events: save_and_optimize_v1 | first_stop_added_v1 | backend_route_creation_v1 | cancel_subscription_button_v1 | begin_checkout_v1 | login_v1 | create_new_route_v1 | sign_up_v1 | Cancellation signals: cancel_subscription_button_v1 | Error events: none | Meaningful screens: none | Latest events: open_app_v1 | open_app_v1 | start_route_v1 | save_and_optimize_v1 | end_location_entered_v1 | done_adding_stop_v1 | first_stop_added_v1 | first_stop_added_v1 | first_stop_added_v1 | first_stop_added_v1,,5.44,no,N/A,N/A,N/A,N/A,N/A,
1837463--00,1514076214434,236,save_and_optimize_v1 | backend_route_creation_v1 | first_stop_added_v1 | create_new_route_v1 | cancel_subscription_button_v1 | begin_checkout_v1 | sign_up_v1,cancel_subscription_button_v1,,,fleet_add_stop_button | fleet_add_stop_button | fleet_add_stop_button | fleet_add_stop_button | fleet_add_stop_button | fleet_add_stop_button | fleet_add_stop_button | fleet_add_stop_button | fleet_add_stop_button | fleet_add_stop_button,13,2026-03-20,2026-04-07,Android,Italy,28.9,Samsung Galaxy Note,android 12,0.0,,,,,,,,,,,,,,,User ID: 1837463--00 | Amplitude ID: 1514076214434 | Total events: 236 | High signal events: save_and_optimize_v1 | backend_route_creation_v1 | first_stop_added_v1 | create_new_route_v1 | cancel_subscription_button_v1 | begin_checkout_v1 | sign_up_v1 | Cancellation signals: cancel_subscription_button_v1 | Error events: none | Meaningful screens: none | Latest events: fleet_add_stop_button | fleet_add_stop_button | fleet_add_stop_button | fleet_add_stop_button | fleet_add_stop_button | fleet_add_stop_button | fleet_add_stop_button | fleet_add_stop_button | fleet_add_stop_button | fleet_add_stop_button,,5.59,no,N/A,N/A,N/A,N/A,N/A,
1837889--00,1514651791701,127,cancel_subscription_button_v1 | login_v1 | backend_cancel_subscription_v1 | sign_up_v1 | first_stop_added_v1 | create_new_route_v1 | backend_route_creation_v1 | save_and_optimize_v1 | begin_checkout_v1,cancel_subscription_button_v1 | backend_cancel_subscription_v1,,,open_app_v1 | open_app_v1 | payment_send_v1 | cancel_subscription_button_v1 | open_app_v1 | open_app_v1 | open_app_v1 | login_v1 | signup_page_v1 | open_app_v1,27,2026-03-20,2026-04-06,Android,Spain,28.9,Samsung Phone,android 16,0.0,,,,,,,,,,,,,,,User ID: 1837889--00 | Amplitude ID: 1514651791701 | Total events: 127 | High signal events: cancel_subscription_button_v1 | login_v1 | backend_cancel_subscription_v1 | sign_up_v1 | first_stop_added_v1 | create_new_route_v1 | backend_route_creation_v1 | save_and_optimize_v1 | begin_checkout_v1 | Cancellation signals: cancel_subscription_button_v1 | backend_cancel_subscription_v1 | Error events: none | Meaningful screens: none | Latest events: open_app_v1 | open_app_v1 | payment_send_v1 | cancel_subscription_button_v1 | open_app_v1 | open_app_v1 | open_app_v1 | login_v1 | signup_page_v1 | open_app_v1,,4.56,no,N/A,N/A,N/A,N/A,N/A,
1837997--00,1514802499875,362,backend_cancel_subscription_v1 | cancel_subscription_button_v1 | first_stop_added_v1 | begin_checkout_v1 | backend_route_creation_v1 | save_and_optimize_v1 | create_new_route_v1 | sign_up_v1,backend_cancel_subscription_v1 | cancel_subscription_button_v1,,,open_app_v1 | open_app_v1 | backend_cancel_subscription_v1 | payment_send_v1 | cancel_subscription_button_v1 | payment_send_v1 | cancel_subscription_button_v1 | open_app_v1 | open_app_v1 | open_app_v1,47,2026-03-20,2026-04-06,Android,Brazil,28.9,Motorola Phone,android 15,0.0,,,,,,,,,,,,,,,User ID: 1837997--00 | Amplitude ID: 1514802499875 | Total events: 362 | High signal events: backend_cancel_subscription_v1 | cancel_subscription_button_v1 | first_stop_added_v1 | begin_checkout_v1 | backend_route_creation_v1 | save_and_optimize_v1 | create_new_route_v1 | sign_up_v1 | Cancellation signals: backend_cancel_subscription_v1 | cancel_subscription_button_v1 | Error events: none | Meaningful screens: none | Latest events: open_app_v1 | open_app_v1 | backend_cancel_subscription_v1 | payment_send_v1 | cancel_subscription_button_v1 | payment_send_v1 | cancel_subscription_button_v1 | open_app_v1 | open_app_v1 | open_app_v1,,5.78,no,N/A,N/A,N/A,N/A,N/A,
1838316--00,1515382993736,95,backend_cancel_subscription_v1 | cancel_subscription_button_v1 | first_stop_added_v1 | create_new_route_v1 | save_and_optimize_v1 | backend_route_creation_v1 | navigate_via_v1 | sign_up_v1,backend_cancel_subscription_v1 | cancel_subscription_button_v1,,,backend_cancel_subscription_v1 | cancel_subscription_button_v1 | open_app_v1 | stop_detail_open_v1 | first_stop_added_v1 | add_stop_screen_v1 | create_new_route_v1 | open_app_v1 | subscribe_v1 | backend_subscription_history_v1,8,2026-03-21,2026-04-03,iOS,Brazil,15.3,Apple iPhone,ios 26.3.1,0.0,,,,,,,,,,,,,,,User ID: 1838316--00 | Amplitude ID: 1515382993736 | Total events: 95 | High signal events: backend_cancel_subscription_v1 | cancel_subscription_button_v1 | first_stop_added_v1 | create_new_route_v1 | save_and_optimize_v1 | backend_route_creation_v1 | navigate_via_v1 | sign_up_v1 | Cancellation signals: backend_cancel_subscription_v1 | cancel_subscription_button_v1 | Error events: none | Meaningful screens: none | Latest events: backend_cancel_subscription_v1 | cancel_subscription_button_v1 | open_app_v1 | stop_detail_open_v1 | first_stop_added_v1 | add_stop_screen_v1 | create_new_route_v1 | open_app_v1 | subscribe_v1 | backend_subscription_history_v1,,4.88,no,N/A,N/A,N/A,N/A,N/A,
1839051--00,1516904655566,116,backend_cancel_subscription_v1 | cancel_subscription_button_v1 | backend_route_creation_v1 | save_and_optimize_v1 | first_stop_added_v1 | create_new_route_v1 | begin_checkout_v1 | sign_up_v1,backend_cancel_subscription_v1 | cancel_subscription_button_v1,,,backend_cancel_subscription_v1 | payment_send_v1 | cancel_subscription_button_v1 | payment_send_v1 | cancel_subscription_button_v1 | payment_send_v1 | cancel_subscription_button_v1 | open_app_v1 | open_app_v1 | backend_subscription_history_v1,15,2026-03-23,2026-03-31,Android,United States,28.9,Motorola Phone,android 16,0.0,,,,,,,,,,,,,,,User ID: 1839051--00 | Amplitude ID: 1516904655566 | Total events: 116 | High signal events: backend_cancel_subscription_v1 | cancel_subscription_button_v1 | backend_route_creation_v1 | save_and_optimize_v1 | first_stop_added_v1 | create_new_route_v1 | begin_checkout_v1 | sign_up_v1 | Cancellation signals: backend_cancel_subscription_v1 | cancel_subscription_button_v1 | Error events: none | Meaningful screens: none | Latest events: backend_cancel_subscription_v1 | payment_send_v1 | cancel_subscription_button_v1 | payment_send_v1 | cancel_subscription_button_v1 | payment_send_v1 | cancel_subscription_button_v1 | open_app_v1 | open_app_v1 | backend_subscription_history_v1,,4.55,yes,Changed Job,N/A,by_user,quarter,49.99,2026-03-31 14:30:27.000000
1839371--00,1517419509702,209,create_new_route_v1 | backend_route_creation_v1 | save_and_optimize_v1 | first_stop_added_v1 | backend_cancel_subscription_v1 | cancel_subscription_button_v1 | begin_checkout_v1 | sign_up_v1,backend_cancel_subscription_v1 | cancel_subscription_button_v1,,,add_stop_screen_v1 | create_new_route_v1 | backend_route_creation_v1 | save_and_optimize_v1 | done_adding_stop_v1 | first_stop_added_v1 | first_stop_added_v1 | first_stop_added_v1 | first_stop_added_v1 | first_stop_added_v1,12,2026-03-23,2026-04-06,Android,Poland,28.9,OnePlus Phone,android 16,0.0,,,,,,,,,,,,,,,User ID: 1839371--00 | Amplitude ID: 1517419509702 | Total events: 209 | High signal events: create_new_route_v1 | backend_route_creation_v1 | save_and_optimize_v1 | first_stop_added_v1 | backend_cancel_subscription_v1 | cancel_subscription_button_v1 | begin_checkout_v1 | sign_up_v1 | Cancellation signals: backend_cancel_subscription_v1 | cancel_subscription_button_v1 | Error events: none | Meaningful screens: none | Latest events: add_stop_screen_v1 | create_new_route_v1 | backend_route_creation_v1 | save_and_optimize_v1 | done_adding_stop_v1 | first_stop_added_v1 | first_stop_added_v1 | first_stop_added_v1 | first_stop_added_v1 | first_stop_added_v1,,4.73,yes,User canceled the subscription,N/A,by_user,quarter,0.0,2026-03-30 17:51:53.000000
1839824--00,1518142110645,135,backend_route_creation_v1 | backend_cancel_subscription_v1 | cancel_subscription_button_v1 | login_v1 | save_and_optimize_v1 | first_stop_added_v1 | create_new_route_v1 | sign_up_v1,backend_cancel_subscription_v1 | cancel_subscription_button_v1,,,backend_route_creation_v1 | open_app_v1 | open_app_v1 | backend_cancel_subscription_v1 | open_app_v1 | start_route_v1 | end_location_entered_v1 | start_location_entered_v1 | start_route_v1 | edit_route_v1,16,2026-03-24,2026-04-06,Android,Denmark,28.9,Samsung Phone,android 16,0.0,,,,,,,,,,,,,,,User ID: 1839824--00 | Amplitude ID: 1518142110645 | Total events: 135 | High signal events: backend_route_creation_v1 | backend_cancel_subscription_v1 | cancel_subscription_button_v1 | login_v1 | save_and_optimize_v1 | first_stop_added_v1 | create_new_route_v1 | sign_up_v1 | Cancellation signals: backend_cancel_subscription_v1 | cancel_subscription_button_v1 | Error events: none | Meaningful screens: none | Latest events: backend_route_creation_v1 | open_app_v1 | open_app_v1 | backend_cancel_subscription_v1 | open_app_v1 | start_route_v1 | end_location_entered_v1 | start_location_entered_v1 | start_route_v1 | edit_route_v1,,4.86,no,N/A,N/A,N/A,N/A,N/A,
1839967--00,1518383177207,223,create_new_route_v1 | save_and_optimize_v1 | backend_route_creation_v1 | first_stop_added_v1 | cancel_subscription_button_v1 | begin_checkout_v1 | sign_up_v1,cancel_subscription_button_v1,,,add_stop_screen_v1 | create_new_route_v1 | open_app_v1 | start_route_v1 | open_app_v1 | add_stop_screen_v1 | create_new_route_v1 | open_app_v1 | edit_route_v1 | stop_added_v1,21,2026-03-24,2026-04-06,Android,Italy,28.9,Redmi Phone,android 11,0.0,,,,,,,,,,,,,,,User ID: 1839967--00 | Amplitude ID: 1518383177207 | Total events: 223 | High signal events: create_new_route_v1 | save_and_optimize_v1 | backend_route_creation_v1 | first_stop_added_v1 | cancel_subscription_button_v1 | begin_checkout_v1 | sign_up_v1 | Cancellation signals: cancel_subscription_button_v1 | Error events: none | Meaningful screens: none | Latest events: add_stop_screen_v1 | create_new_route_v1 | open_app_v1 | start_route_v1 | open_app_v1 | add_stop_screen_v1 | create_new_route_v1 | open_app_v1 | edit_route_v1 | stop_added_v1,,4.72,no,N/A,N/A,N/A,N/A,N/A,
1840214--00,1518804559850,67,backend_cancel_subscription_v1 | cancel_subscription_button_v1 | save_and_optimize_v1 | backend_route_creation_v1 | first_stop_added_v1 | create_new_route_v1 | navigate_via_v1 | sign_up_v1,backend_cancel_subscription_v1 | cancel_subscription_button_v1,,,open_app_v1 | open_app_v1 | open_app_v1 | open_app_v1 | open_app_v1 | open_app_v1 | backend_cancel_subscription_v1 | open_app_v1 | open_app_v1 | open_app_v1,19,2026-03-25,2026-04-06,iOS,Israel,15.4,Apple iPhone,ios 26.5,0.0,,,,,,,,,,,,,,,User ID: 1840214--00 | Amplitude ID: 1518804559850 | Total events: 67 | High signal events: backend_cancel_subscription_v1 | cancel_subscription_button_v1 | save_and_optimize_v1 | backend_route_creation_v1 | first_stop_added_v1 | create_new_route_v1 | navigate_via_v1 | sign_up_v1 | Cancellation signals: backend_cancel_subscription_v1 | cancel_subscription_button_v1 | Error events: none | Meaningful screens: none | Latest events: open_app_v1 | open_app_v1 | open_app_v1 | open_app_v1 | open_app_v1 | open_app_v1 | backend_cancel_subscription_v1 | open_app_v1 | open_app_v1 | open_app_v1,,5.02,no,N/A,N/A,N/A,N/A,N/A,
1840937--00,1519892954962,53,backend_cancel_subscription_v1 | cancel_subscription_button_v1 | save_and_optimize_v1 | backend_route_creation_v1 | first_stop_added_v1 | create_new_route_v1 | sign_up_v1,backend_cancel_subscription_v1 | cancel_subscription_button_v1,,,backend_cancel_subscription_v1 | open_app_v1 | cancel_subscription_button_v1 | cancel_subscription_button_v1 | open_app_v1 | open_app_v1 | open_app_v1 | open_app_v1 | open_app_v1 | open_app_v1,12,2026-03-26,2026-04-03,iOS,Belgium,15.2,Apple iPhone,ios 26.1,0.0,,,,,,,,,,,,,,,User ID: 1840937--00 | Amplitude ID: 1519892954962 | Total events: 53 | High signal events: backend_cancel_subscription_v1 | cancel_subscription_button_v1 | save_and_optimize_v1 | backend_route_creation_v1 | first_stop_added_v1 | create_new_route_v1 | sign_up_v1 | Cancellation signals: backend_cancel_subscription_v1 | cancel_subscription_button_v1 | Error events: none | Meaningful screens: none | Latest events: backend_cancel_subscription_v1 | open_app_v1 | cancel_subscription_button_v1 | cancel_subscription_button_v1 | open_app_v1 | open_app_v1 | open_app_v1 | open_app_v1 | open_app_v1 | open_app_v1,,4.38,no,N/A,N/A,N/A,N/A,N/A,
1841001--00,1520039300140,36,cancel_subscription_button_v1 | save_and_optimize_v1 | backend_route_creation_v1 | first_stop_added_v1 | begin_checkout_v1 | create_new_route_v1 | sign_up_v1,cancel_subscription_button_v1,,,backend_subscription_history_v1 | payment_send_v1 | cancel_subscription_button_v1 | open_app_v1 | open_app_v1 | open_app_v1 | start_route_v1 | save_and_optimize_v1 | backend_route_creation_v1 | done_adding_stop_v1,6,2026-03-26,2026-04-02,Android,Italy,28.9,Oppo Phone,android 15,0.0,,,,,,,,,,,,,,,User ID: 1841001--00 | Amplitude ID: 1520039300140 | Total events: 36 | High signal events: cancel_subscription_button_v1 | save_and_optimize_v1 | backend_route_creation_v1 | first_stop_added_v1 | begin_checkout_v1 | create_new_route_v1 | sign_up_v1 | Cancellation signals: cancel_subscription_button_v1 | Error events: none | Meaningful screens: none | Latest events: backend_subscription_history_v1 | payment_send_v1 | cancel_subscription_button_v1 | open_app_v1 | open_app_v1 | open_app_v1 | start_route_v1 | save_and_optimize_v1 | backend_route_creation_v1 | done_adding_stop_v1,,4.77,no,N/A,N/A,N/A,N/A,N/A,
1841211--00,1520269807197,307,backend_cancel_subscription_v1 | navigate_via_v1 | save_and_optimize_v1 | backend_route_creation_v1 | first_stop_added_v1 | create_new_route_v1 | cancel_subscription_button_v1 | sign_up_v1,backend_cancel_subscription_v1 | cancel_subscription_button_v1,,,payment_send_v1_email | payment_send_v1 | payment_send_v1_email | payment_send_v1 | payment_send_v1_email | payment_send_v1 | payment_send_v1_email | payment_send_v1 | payment_send_v1_email | payment_send_v1,119,2026-03-26,2026-04-06,iOS,Brazil,15.4,Apple iPhone,ios 18.7.6,0.0,,,,,,,,,,,,,,,User ID: 1841211--00 | Amplitude ID: 1520269807197 | Total events: 307 | High signal events: backend_cancel_subscription_v1 | navigate_via_v1 | save_and_optimize_v1 | backend_route_creation_v1 | first_stop_added_v1 | create_new_route_v1 | cancel_subscription_button_v1 | sign_up_v1 | Cancellation signals: backend_cancel_subscription_v1 | cancel_subscription_button_v1 | Error events: none | Meaningful screens: none | Latest events: payment_send_v1_email | payment_send_v1 | payment_send_v1_email | payment_send_v1 | payment_send_v1_email | payment_send_v1 | payment_send_v1_email | payment_send_v1 | payment_send_v1_email | payment_send_v1,,5.02,no,N/A,N/A,N/A,N/A,N/A,
1841300--00,1520397746724,280,backend_cancel_subscription_v1 | cancel_subscription_button_v1 | backend_route_creation_v1 | save_and_optimize_v1 | first_stop_added_v1 | create_new_route_v1 | begin_checkout_v1 | sign_up_v1,backend_cancel_subscription_v1 | cancel_subscription_button_v1,,,payment_send_v1 | payment_send_v1 | open_app_v1 | backend_cancel_subscription_v1 | payment_send_v1 | cancel_subscription_button_v1 | payment_send_v1 | cancel_subscription_button_v1 | payment_send_v1 | cancel_subscription_button_v1,55,2026-03-26,2026-04-03,Android,Argentina,28.9,Samsung Phone,android 13,0.0,,,,,,,,,,,,,,,User ID: 1841300--00 | Amplitude ID: 1520397746724 | Total events: 280 | High signal events: backend_cancel_subscription_v1 | cancel_subscription_button_v1 | backend_route_creation_v1 | save_and_optimize_v1 | first_stop_added_v1 | create_new_route_v1 | begin_checkout_v1 | sign_up_v1 | Cancellation signals: backend_cancel_subscription_v1 | cancel_subscription_button_v1 | Error events: none | Meaningful screens: none | Latest events: payment_send_v1 | payment_send_v1 | open_app_v1 | backend_cancel_subscription_v1 | payment_send_v1 | cancel_subscription_button_v1 | payment_send_v1 | cancel_subscription_button_v1 | payment_send_v1 | cancel_subscription_button_v1,,4.84,yes,User canceled the subscription,N/A,by_user,year,N/A,2026-04-03 01:00:41.000000
1841574--00,1520803480130,272,navigate_via_v1 | save_and_optimize_v1 | first_stop_added_v1 | create_new_route_v1 | cancel_subscription_button_v1 | backend_route_creation_v1 | begin_checkout_v1 | sign_up_v1,cancel_subscription_button_v1,,,navigate_via_v1 | navigate_via_v1 | navigate_via_v1 | navigate_via_v1 | navigate_via_v1 | navigate_via_v1 | navigate_via_v1 | navigate_via_v1 | navigate_via_v1 | start_route_v1,64,2026-03-27,2026-04-07,iOS,Chile,15.4,Apple iPhone,ios 26.0.1,0.0,,,,,,,,,,,,,,,User ID: 1841574--00 | Amplitude ID: 1520803480130 | Total events: 272 | High signal events: navigate_via_v1 | save_and_optimize_v1 | first_stop_added_v1 | create_new_route_v1 | cancel_subscription_button_v1 | backend_route_creation_v1 | begin_checkout_v1 | sign_up_v1 | Cancellation signals: cancel_subscription_button_v1 | Error events: none | Meaningful screens: none | Latest events: navigate_via_v1 | navigate_via_v1 | navigate_via_v1 | navigate_via_v1 | navigate_via_v1 | navigate_via_v1 | navigate_via_v1 | navigate_via_v1 | navigate_via_v1 | start_route_v1,,4.93,no,N/A,N/A,N/A,N/A,N/A,
1841595--00,1520832000386,219,backend_cancel_subscription_v1 | login_v1 | backend_route_creation_v1 | save_and_optimize_v1 | create_new_route_v1 | cancel_subscription_button_v1 | sign_up_v1,backend_cancel_subscription_v1 | cancel_subscription_button_v1,,,backend_cancel_subscription_v1 | open_app_v1 | login_v1 | signup_page_v1 | edit_route_v1 | backend_route_creation_v1 | save_and_optimize_v1 | done_adding_stop_v1 | stop_added_v1 | stop_added_v1,9,2026-03-27,2026-04-03,Android,Brazil,28.9,Samsung Phone,android 16,0.0,,,,,,,,,,,,,,,User ID: 1841595--00 | Amplitude ID: 1520832000386 | Total events: 219 | High signal events: backend_cancel_subscription_v1 | login_v1 | backend_route_creation_v1 | save_and_optimize_v1 | create_new_route_v1 | cancel_subscription_button_v1 | sign_up_v1 | Cancellation signals: backend_cancel_subscription_v1 | cancel_subscription_button_v1 | Error events: none | Meaningful screens: none | Latest events: backend_cancel_subscription_v1 | open_app_v1 | login_v1 | signup_page_v1 | edit_route_v1 | backend_route_creation_v1 | save_and_optimize_v1 | done_adding_stop_v1 | stop_added_v1 | stop_added_v1,,4.91,yes,It's too expensive,N/A,by_user,week,5.04616,2026-04-03 12:51:41.000000
1841642--00,1520894950091,115,backend_cancel_subscription_v1 | cancel_subscription_button_v1 | save_and_optimize_v1 | backend_route_creation_v1 | first_stop_added_v1 | begin_checkout_v1 | sign_up_v1,backend_cancel_subscription_v1 | cancel_subscription_button_v1,,,backend_cancel_subscription_v1 | backend_subscription_history_v1 | backend_cancel_subscription_v1 | payment_send_v1 | cancel_subscription_button_v1 | open_app_v1 | open_app_v1 | open_app_v1 | start_route_v1 | save_and_optimize_v1,17,2026-03-27,2026-04-06,Android,Malaysia,28.9,Samsung Phone,android 15,0.0,,,,,,,,,,,,,,,User ID: 1841642--00 | Amplitude ID: 1520894950091 | Total events: 115 | High signal events: backend_cancel_subscription_v1 | cancel_subscription_button_v1 | save_and_optimize_v1 | backend_route_creation_v1 | first_stop_added_v1 | begin_checkout_v1 | sign_up_v1 | Cancellation signals: backend_cancel_subscription_v1 | cancel_subscription_button_v1 | Error events: none | Meaningful screens: none | Latest events: backend_cancel_subscription_v1 | backend_subscription_history_v1 | backend_cancel_subscription_v1 | payment_send_v1 | cancel_subscription_button_v1 | open_app_v1 | open_app_v1 | open_app_v1 | start_route_v1 | save_and_optimize_v1,,5.08,no,N/A,N/A,N/A,N/A,N/A,
1842575--00,1522490359600,90,backend_route_creation_v1 | cancel_subscription_button_v1 | first_stop_added_v1 | create_new_route_v1 | begin_checkout_v1 | sign_up_v1,cancel_subscription_button_v1,,,start_route_v1 | open_app_v1 | open_app_v1 | backend_subscription_history_v1 | start_route_v1 | backend_route_creation_v1 | open_app_v1 | open_app_v1 | edit_route_v1 | end_location_entered_v1,20,2026-03-28,2026-04-07,Android,Belgium,28.9,Xiaomi Phone,android 10,0.0,,,,,,,,,,,,,,,User ID: 1842575--00 | Amplitude ID: 1522490359600 | Total events: 90 | High signal events: backend_route_creation_v1 | cancel_subscription_button_v1 | first_stop_added_v1 | create_new_route_v1 | begin_checkout_v1 | sign_up_v1 | Cancellation signals: cancel_subscription_button_v1 | Error events: none | Meaningful screens: none | Latest events: start_route_v1 | open_app_v1 | open_app_v1 | backend_subscription_history_v1 | start_route_v1 | backend_route_creation_v1 | open_app_v1 | open_app_v1 | edit_route_v1 | end_location_entered_v1,,5.12,no,N/A,N/A,N/A,N/A,N/A,
1843308--00,1523831483886,40,navigate_via_v1 | create_new_route_v1 | save_and_optimize_v1 | cancel_subscription_button_v1 | backend_route_creation_v1 | first_stop_added_v1 | login_v1 | web_free_trial_started,cancel_subscription_button_v1,,,fleet_free_trial_end | navigate_via_v1 | navigate_via_v1 | navigate_via_v1 | start_route_v1 | add_stop_screen_v1 | create_new_route_v1 | save_and_optimize_v1 | save_and_optimize_v1 | start_route_v1,1,2026-03-30,2026-04-07,iOS,Israel,15.3,Apple iPhone,ios 26.3.1,0.0,,,,,,,,,,,,,,,User ID: 1843308--00 | Amplitude ID: 1523831483886 | Total events: 40 | High signal events: navigate_via_v1 | create_new_route_v1 | save_and_optimize_v1 | cancel_subscription_button_v1 | backend_route_creation_v1 | first_stop_added_v1 | login_v1 | web_free_trial_started | Cancellation signals: cancel_subscription_button_v1 | Error events: none | Meaningful screens: none | Latest events: fleet_free_trial_end | navigate_via_v1 | navigate_via_v1 | navigate_via_v1 | start_route_v1 | add_stop_screen_v1 | create_new_route_v1 | save_and_optimize_v1 | save_and_optimize_v1 | start_route_v1,,4.50,no,N/A,N/A,N/A,N/A,N/A,
1844172--00,1525222202391,69,cancel_subscription_button_v1 | navigate_via_v1 | save_and_optimize_v1 | backend_route_creation_v1 | first_stop_added_v1 | create_new_route_v1 | fleet_store_added,cancel_subscription_button_v1,,,cancel_subscription_button_v1 | open_app_v1 | open_app_v1 | navigate_via_v1 | open_app_v1 | open_app_v1 | start_route_v1 | save_and_optimize_v1 | save_and_optimize_v1 | stops_added_v1,10,2026-03-31,2026-04-02,iOS,Germany,15.4,Apple iPhone,ios 26.3.1,0.0,,,,,,,,,,,,,,,User ID: 1844172--00 | Amplitude ID: 1525222202391 | Total events: 69 | High signal events: cancel_subscription_button_v1 | navigate_via_v1 | save_and_optimize_v1 | backend_route_creation_v1 | first_stop_added_v1 | create_new_route_v1 | fleet_store_added | Cancellation signals: cancel_subscription_button_v1 | Error events: none | Meaningful screens: none | Latest events: cancel_subscription_button_v1 | open_app_v1 | open_app_v1 | navigate_via_v1 | open_app_v1 | open_app_v1 | start_route_v1 | save_and_optimize_v1 | save_and_optimize_v1 | stops_added_v1,,5.66,no,N/A,N/A,N/A,N/A,N/A,
1845208--00,1527208602354,40,backend_cancel_subscription_v1 | cancel_subscription_button_v1 | begin_checkout_v1 | backend_route_creation_v1 | save_and_optimize_v1 | first_stop_added_v1 | create_new_route_v1 | sign_up_v1,backend_cancel_subscription_v1 | cancel_subscription_button_v1,,,backend_cancel_subscription_v1 | payment_send_v1 | cancel_subscription_button_v1 | open_app_v1 | payment_send_v1 | cancel_subscription_button_v1 | open_app_v1 | open_app_v1 | open_app_v1 | backend_subscription_history_v1,6,2026-04-02,2026-04-06,Android,Australia,28.9,Samsung Phone,android 14,0.0,,,,,,,,,,,,,,,User ID: 1845208--00 | Amplitude ID: 1527208602354 | Total events: 40 | High signal events: backend_cancel_subscription_v1 | cancel_subscription_button_v1 | begin_checkout_v1 | backend_route_creation_v1 | save_and_optimize_v1 | first_stop_added_v1 | create_new_route_v1 | sign_up_v1 | Cancellation signals: backend_cancel_subscription_v1 | cancel_subscription_button_v1 | Error events: none | Meaningful screens: none | Latest events: backend_cancel_subscription_v1 | payment_send_v1 | cancel_subscription_button_v1 | open_app_v1 | payment_send_v1 | cancel_subscription_button_v1 | open_app_v1 | open_app_v1 | open_app_v1 | backend_subscription_history_v1,,5.15,no,N/A,N/A,N/A,N/A,N/A,
1845755--00,1528453051718,12,cancel_subscription_button_v1 | begin_checkout_v1 | sign_up_v1 | backend_route_creation_v1,cancel_subscription_button_v1,,,payment_send_v1 | cancel_subscription_button_v1 | payment_send_v1 | cancel_subscription_button_v1 | backend_subscription_history_v1 | subscribe_v1 | begin_checkout_v1 | payment_send_v1 | open_app_v1 | sign_up_v1,1,2026-04-03,2026-04-03,Android,Italy,28.9,Samsung Phone,android 14,0.0,,,,,,,,,,,,,,,User ID: 1845755--00 | Amplitude ID: 1528453051718 | Total events: 12 | High signal events: cancel_subscription_button_v1 | begin_checkout_v1 | sign_up_v1 | backend_route_creation_v1 | Cancellation signals: cancel_subscription_button_v1 | Error events: none | Meaningful screens: none | Latest events: payment_send_v1 | cancel_subscription_button_v1 | payment_send_v1 | cancel_subscription_button_v1 | backend_subscription_history_v1 | subscribe_v1 | begin_checkout_v1 | payment_send_v1 | open_app_v1 | sign_up_v1,,4.62,no,N/A,N/A,N/A,N/A,N/A,
